student_id,age,gender,study_hours,attendance,previous_grade,parent_education,internet_access,family_support,extra_curricular,sleep_hours,tutoring,final_grade,performance_category
1,21,M,6.9319394082268095,76.85037441756792,84.58489237788281,high_school,1,0,1,9.955753290717222,0,100.0,Excellent
2,18,M,8.214407280098664,92.70679988252522,90.87567302580091,bachelor,0,0,1,8.190027827676417,1,100.0,Excellent
3,22,F,0.41183495279271676,52.47484267468333,72.73511096014886,phd,1,1,1,5.762766823925965,1,74.59891938350984,Good
4,19,F,6.703854583544122,91.66585357365062,98.90244055126848,phd,1,0,1,8.032315243032171,1,100.0,Excellent
5,21,M,9.515499743553269,92.1962306305862,67.02871428823572,high_school,0,1,0,8.212940591181423,0,100.0,Excellent
6,24,F,1.2421996672805935,64.24540107654803,70.80209261349493,phd,0,0,1,6.2303619076987635,0,63.602884403410094,Average
7,17,F,8.962213026850383,73.14259775079253,99.35306523746502,master,0,1,0,4.1062831036563345,0,100.0,Excellent
8,21,F,5.947766373769361,71.92692442687178,53.89290615790293,master,1,0,0,8.219198708652922,1,90.66635650374266,Excellent
9,22,F,6.16604581862474,60.925491717706514,96.55275638061431,master,1,1,0,4.1302005716532495,0,100.0,Excellent
10,19,F,6.12944174865606,69.83984235431582,42.57025330714679,master,1,1,0,7.787128468360427,0,92.31593409588415,Excellent
11,18,M,2.988358863373138,52.21938860854272,66.78321341579169,master,0,0,1,4.9816989324553305,1,68.8878641833339,Average
12,22,F,9.352018152994596,63.89110363908672,44.200210727983944,phd,1,0,1,7.39362116648826,1,100.0,Excellent
13,22,M,9.473504626310387,90.8341087725359,83.75408457481858,high_school,0,0,0,7.0234781522836,0,100.0,Excellent
14,17,F,6.253046602139478,64.22811508814488,76.50453615280107,high_school,0,1,1,4.081081853837095,1,100.0,Excellent
15,20,M,7.834227259416147,90.91033343741238,82.39805580805579,master,0,1,0,6.177194901970621,0,100.0,Excellent
16,19,F,6.12257985881158,76.57997323022154,62.46882399808102,phd,1,0,1,7.606547004377816,1,99.62922286594964,Excellent
17,16,M,4.843984475740406,93.993133868058,62.16891604188282,bachelor,1,0,1,9.09163931139268,1,100.0,Excellent
18,22,F,6.608201182992507,78.73897771322076,42.71915673765368,bachelor,0,1,1,9.331852683019104,1,100.0,Excellent
19,20,M,5.530014525919585,51.48341115323699,60.996696371778384,phd,1,1,0,6.90309982019934,0,86.44684582327265,Excellent
20,16,F,5.974758626319301,83.77101037735446,95.75730413572356,master,0,0,0,8.37053492379663,0,100.0,Excellent
21,19,M,7.83832553418862,52.24267840117843,62.75359223082694,high_school,0,1,1,5.898727459200746,0,97.07801002550094,Excellent
22,15,F,4.8090383144898485,72.5298509491567,89.8820623733182,phd,1,0,0,6.053118434551944,1,100.0,Excellent
23,24,M,0.40754106092472764,96.4713347236557,90.53953028499605,bachelor,0,0,0,5.166781115093882,1,90.45073111395241,Excellent
24,20,M,1.6399948098949724,58.26019696689251,62.394469382754025,bachelor,0,0,1,7.371688659959435,1,71.07796923985286,Good
25,23,F,4.386072164895384,69.4936176470772,77.91932082377134,bachelor,1,1,0,5.887384905564192,1,100.0,Excellent
26,15,F,7.248265598740583,86.49301544242391,45.72229613638352,master,0,1,1,4.50622537863103,0,93.39859568372363,Excellent
27,24,M,5.932786483101787,94.11292780474238,46.22071484405659,bachelor,0,1,1,8.110036519979072,0,85.44422567088012,Excellent
28,17,F,6.502941858734539,83.5471502371254,42.9194598197028,phd,0,1,1,8.246519245632388,0,88.27761301717379,Excellent
29,21,M,4.792789285762873,62.908662709558456,74.86090560250656,phd,0,0,0,6.159954512674347,1,84.1764272615031,Good
30,18,M,6.157420219422428,83.73039264581081,65.56425865756583,bachelor,0,1,1,4.460340396736137,1,96.80617386097396,Excellent
31,23,M,3.290174378146622,64.8363820552045,72.88194139985441,phd,0,0,1,6.5577863044205555,0,88.56220687114929,Excellent
32,17,F,4.7018259269666505,85.92146149093676,71.26439143050327,bachelor,0,0,0,6.654012748301293,1,96.91140746529543,Excellent
33,19,M,7.4427906559495565,97.70165637925203,61.012179465443815,bachelor,1,0,0,8.012025309387358,0,100.0,Excellent
34,17,M,8.718327789731212,86.06967255531441,80.64840488940837,high_school,1,1,0,5.892498347552101,1,100.0,Excellent
35,21,F,4.336553339563888,93.14402514562062,85.51011285498345,master,0,0,0,8.095595678687832,1,96.76179236336593,Excellent
36,19,F,0.4366165770736119,50.10519215879417,40.877695532660546,master,0,0,1,9.22893125054433,0,49.57510539641799,Poor
37,23,F,1.6167254414680265,85.87860623657971,52.434537986132696,high_school,1,1,0,5.4249162541731994,0,70.48421351141333,Good
38,21,F,0.208611392915381,91.47937784326251,82.7941520850002,high_school,1,0,0,9.873517336719399,1,92.34177362233523,Excellent
39,16,M,6.532630192373301,52.02793687723407,63.19721035803005,master,1,1,0,6.318208822820842,0,98.66601527566027,Excellent
40,18,M,3.323146253551089,93.57988636441152,79.7490368164965,bachelor,1,1,0,5.6035521108823705,0,98.15384388557838,Excellent
41,23,M,5.424786357193675,62.83471141550229,60.81775958407351,bachelor,1,1,1,6.529067095061743,1,97.7961656504665,Excellent
42,16,M,4.932768467837995,83.26460509890276,63.445309139778225,master,0,0,0,4.566384855423155,1,86.34857163952867,Excellent
43,24,F,0.815264895524267,90.01774395117033,49.5207324213811,bachelor,1,1,1,4.754235439072694,1,74.00221080025096,Good
44,23,M,4.032613611238318,83.13322565296778,55.4938611799696,high_school,1,1,0,6.4866042818099885,0,84.0745994337878,Good
45,24,M,2.2056112492232325,54.61423960366286,76.32470545045524,bachelor,1,1,1,8.5746671316346,1,90.46223924570532,Excellent
46,19,F,4.1839978866765275,79.81607594301842,65.98978667890998,bachelor,0,1,1,9.401873437446945,1,94.56145873942944,Excellent
47,16,M,2.0357828034224266,77.47918283610719,86.45816097667571,phd,0,0,0,7.988907944297625,1,82.37620134570795,Good
48,18,M,8.404524062769335,95.01606340371357,91.15509729630057,phd,0,1,1,4.631317331429019,1,100.0,Excellent
49,21,M,1.7419333657825364,70.21198648221046,72.4987850930056,phd,0,0,0,8.03211857308321,1,69.27143313522103,Average
50,22,M,9.607805514869769,66.0540548543525,85.49603752336355,bachelor,0,1,1,7.812567524217831,0,100.0,Excellent
51,17,M,4.159073661469408,87.49253822182331,58.4142707916742,master,0,0,1,8.834583509759987,1,96.0635000946422,Excellent
52,15,M,8.462452920190493,70.63376630416982,64.89827292400469,high_school,1,1,1,8.951491999913085,1,100.0,Excellent
53,18,F,6.287648182059451,82.30480875025316,82.76666057300986,bachelor,0,0,0,9.209218454673874,0,99.53636094695113,Excellent
54,16,F,7.353502986657526,82.32250450623035,63.17271956902184,master,0,1,1,6.48478908747459,1,100.0,Excellent
55,22,M,7.677238880667803,94.4019532180059,75.31029610953934,bachelor,1,0,0,8.187186372112865,1,100.0,Excellent
56,18,M,5.0484488189301775,79.93462011595487,51.12236674495069,high_school,0,0,1,5.609502153533865,0,79.57505727935933,Good
57,16,F,5.433005233632883,75.10768049809934,75.98627889822987,bachelor,1,0,1,9.996017679901026,1,100.0,Excellent
58,20,M,5.1399586780872495,56.94356631982585,91.69082243361362,high_school,1,1,1,5.052005448261159,0,90.98105812867105,Excellent
59,20,M,5.880583780900793,55.786880333935265,92.11837838940554,bachelor,0,0,1,4.060686589965015,1,93.6922355558089,Excellent
60,24,M,0.2939444575650729,57.71607826415397,83.46066437977238,high_school,1,0,1,4.892852287109056,0,60.53806910027946,Average
61,18,F,3.9551516984901527,58.592424066354724,84.74520274456756,bachelor,1,0,1,8.65523373726476,0,100.0,Excellent
62,20,M,6.061887135611715,81.89385463318169,73.47564670904204,high_school,1,0,0,6.680702059049269,1,100.0,Excellent
63,16,F,5.977235652558644,87.04906251372893,75.08008540994949,phd,1,1,0,6.68500148686257,0,100.0,Excellent
64,24,M,7.9295609460563155,76.49957614632093,48.01903488463108,bachelor,0,0,0,9.730137517670011,0,100.0,Excellent
65,16,F,6.550093388321086,91.45088662727454,66.63155130527807,bachelor,1,0,1,9.517809448168446,1,100.0,Excellent
66,24,F,9.921333163406723,99.56316133668166,67.04657703318183,master,0,0,0,5.867168426824055,1,100.0,Excellent
67,18,M,2.8385452860864504,91.0006314559678,97.50987014006441,master,1,1,1,5.254348772685197,0,98.80763030129899,Excellent
68,22,F,3.5915102966623147,84.74411868379795,65.86521175739736,high_school,1,0,0,9.090893259602439,1,95.41628926946558,Excellent
69,21,M,3.838471518677963,76.62463497185733,72.96055869416546,bachelor,1,0,0,9.43611442626618,0,92.53650687623728,Excellent
70,23,F,4.658128070202485,72.4426535837354,71.99508395674616,high_school,0,0,1,7.249581536790922,0,81.63667348637408,Good
71,22,M,8.359980637812095,54.21961902722712,78.20570302265963,phd,0,0,1,7.776542266702603,1,100.0,Excellent
72,19,M,2.3579209395920984,69.96843741973454,84.89396987991375,master,0,1,0,5.54148570815376,1,82.21812919829777,Good
73,16,F,7.760002070354295,95.50673183910672,53.50251257025233,high_school,1,0,0,8.804816127871147,0,100.0,Excellent
74,19,M,4.053101830857434,90.40113149532765,71.72346514590615,high_school,1,0,0,7.792734570694138,1,96.10946452113309,Excellent
75,22,M,6.018553836620085,60.80256825058436,89.55506243896183,master,1,1,0,7.021081067787979,1,100.0,Excellent
76,24,F,6.3254053322630615,73.33038923486079,67.78688283025069,bachelor,1,1,1,4.360651336470375,0,100.0,Excellent
77,23,M,3.7284863718893444,90.83616012792723,56.70745278241438,high_school,0,1,0,9.495609775066923,0,86.93749104219836,Excellent
78,23,M,5.1261520520580515,53.36922773927613,79.28254452137794,master,1,0,1,7.692708522306436,0,100.0,Excellent
79,15,F,4.13031174647697,69.36962928343297,89.42604374794738,bachelor,0,1,1,5.156146568157808,0,90.40613056713983,Excellent
80,23,F,0.6913278618661944,92.59206184369738,43.78841757564348,phd,1,0,0,7.638316701898317,0,72.42595061396744,Good
81,21,M,4.371653888168265,70.19489320850619,86.60742900443363,master,0,1,1,8.06478012543984,0,100.0,Excellent
82,23,M,0.9739339255355217,53.880732236572044,89.29887597770627,high_school,0,0,0,7.154622020099353,1,76.42402065196043,Good
83,22,F,4.050207990803215,77.12671842661257,67.6913756553164,phd,1,1,1,8.308610427736134,0,93.32429081769723,Excellent
84,15,F,5.929183998317819,93.08712474591476,98.99833940910804,bachelor,1,0,1,7.488723687571746,1,100.0,Excellent
85,22,M,5.794148993435008,79.51427714765799,87.20250044243855,bachelor,0,1,0,9.68661749219289,1,100.0,Excellent
86,22,F,6.626212790083203,61.31395541071159,86.41975389373994,master,1,0,1,4.322182471595841,0,100.0,Excellent
87,17,M,0.9526150795462629,69.21198100686907,84.87031446472432,master,1,0,1,4.6374742508173625,1,70.32911510151453,Good
88,15,M,6.521232455304379,72.50616805909661,49.03648619309644,master,0,0,0,5.0420298217260395,0,75.20303202597756,Good
89,22,M,3.121480566964471,78.96331769102633,53.03385318718065,bachelor,0,0,1,8.141026423625993,1,72.27172767826566,Good
90,17,M,3.9904594613711106,87.96755128763066,67.8394078878655,phd,0,0,1,7.873575236498852,0,84.75581915342654,Good
91,17,M,8.579862539227058,54.94368088203177,55.84026099756795,bachelor,0,0,0,9.352353161258165,0,100.0,Excellent
92,15,F,0.09030404129550251,94.48260165087831,64.91445834004243,high_school,1,0,0,8.39726471730339,0,80.36370993438574,Good
93,19,F,5.884126333406055,50.61548515080378,93.30784659537524,bachelor,0,0,1,7.050132925387554,0,92.99116849416306,Excellent
94,24,F,5.987139801001076,68.50261673371276,89.45961351275615,high_school,0,1,1,9.950990754781781,1,100.0,Excellent
95,21,F,3.9665977634356198,51.371015498632886,77.80239270879893,phd,0,0,1,5.596647737015795,1,75.97705284887995,Good
96,24,M,2.370278571083362,69.64871126726456,91.4872236550662,master,1,0,0,8.999149958712724,1,91.22143417801627,Excellent
97,23,M,2.346740382615511,76.29062994366619,87.02634334103496,master,0,1,1,6.560742233163516,1,92.45224689397615,Excellent
98,21,M,8.837096696607526,75.58406932907559,65.73909591045343,bachelor,1,0,1,7.892410833254405,1,100.0,Excellent
99,23,M,4.420243737828575,58.28141735141327,52.063909122996705,master,0,1,1,8.363610822714605,0,77.75433506704404,Good
100,22,F,3.3088936298917195,82.28702550478062,70.85206240056036,phd,0,0,1,7.802524523142018,0,93.35152541155497,Excellent
101,16,M,4.48777573831403,52.23892252523341,84.173732951713,master,1,1,1,4.84304381865156,0,94.29416301105906,Excellent
102,15,M,6.693904014593613,88.09534100662077,66.18517592377557,bachelor,0,1,1,6.657706064487597,0,100.0,Excellent
103,21,F,1.457565682447517,97.33222169967732,80.00631458703384,phd,0,0,0,7.368630267598746,0,81.72259094667723,Good
104,21,F,4.494338352137377,66.9884413575559,45.65964557746262,high_school,1,1,0,9.09426255507158,1,98.62403873724509,Excellent
105,22,F,5.878843711103869,75.8619690857166,84.88028418228421,bachelor,0,0,1,6.6618744927914335,0,100.0,Excellent
106,19,F,9.485833548514337,68.94551390294072,88.76281719358371,high_school,0,0,1,9.51248382882551,0,100.0,Excellent
107,17,M,2.5252778207541926,50.335519515202996,82.41027134683247,phd,0,0,0,6.642245338151264,1,77.20479898152693,Good
108,22,M,3.592507479162456,69.2937251447558,98.03581525158194,bachelor,0,0,0,7.29267915557807,1,91.81174683899593,Excellent
109,20,F,3.7935858992242375,89.58601296306733,89.59912344763842,bachelor,1,1,0,8.777714097656805,0,100.0,Excellent
110,17,M,6.055381576448829,79.7994421091741,94.1856236725923,phd,0,0,1,7.498406106532862,0,100.0,Excellent
111,15,M,3.567320530400017,55.06299573075795,96.01426500745887,master,1,1,1,9.761308434296948,1,100.0,Excellent
112,17,M,5.3351192529969556,92.35697448468926,88.08087951242851,bachelor,0,1,1,7.9620149830847655,0,100.0,Excellent
113,19,F,7.817903298450294,76.55426724426215,80.45553052038994,bachelor,1,0,1,7.136256724405606,0,100.0,Excellent
114,17,M,7.053855941122036,92.0861680872338,40.34311488164736,high_school,0,0,0,4.141551806684776,0,88.53629247074315,Excellent
115,15,F,4.463686465125855,79.01107593925147,67.94954519338748,master,1,0,0,6.482397385481979,1,96.49059371169844,Excellent
116,19,M,8.64216177674169,77.984422241897,74.26973791734166,high_school,0,0,0,5.795490515560963,0,100.0,Excellent
117,24,M,5.581402495938629,55.26295925985062,58.24181634687998,high_school,1,1,0,8.488634007324936,0,92.44670928820368,Excellent
118,21,M,5.399058395022125,58.3679866569314,59.08626681420832,master,1,0,1,5.249666050921275,1,84.99996483628436,Good
119,21,F,0.34187765939158177,98.60126282482955,97.66956494260991,master,0,1,1,5.231320523764431,1,86.26653530259733,Excellent
120,23,M,9.866929803571615,61.424337337738535,93.50265191216475,phd,1,0,0,5.13711425942426,1,100.0,Excellent
121,24,F,1.2297080852962672,98.87260589951839,90.95074033010226,master,0,0,0,4.753693678937416,0,82.11852913516667,Good
122,24,F,2.311309124276466,76.59563532621317,64.36070810236663,bachelor,0,0,0,5.866042022025324,1,73.00887417694442,Good
123,17,F,0.5169683724152696,56.78945235319686,40.82191302453487,master,0,0,0,9.31553268666055,0,48.75117877148148,Poor
124,21,M,6.400029668369137,54.96511013768465,44.813334787342846,phd,0,1,0,8.64957083383573,1,93.68130141000238,Excellent
125,15,M,2.2470117697268,60.443203535287,58.73178209305622,phd,0,1,1,8.41150729784076,0,75.82020334855143,Good
126,18,M,1.800104374727235,96.28186650126679,40.94457477974062,phd,1,0,1,8.784020833899776,1,86.38944608193255,Excellent
127,18,M,0.8855558422324139,70.70751121641135,41.02898691491189,master,0,1,0,5.61650733597743,0,51.16265514098419,Average
128,19,F,1.0330895712401567,69.77171339964572,94.99619809854465,master,0,1,0,9.324650144514926,0,83.34010487098728,Good
129,21,F,5.8467070044258875,65.6603130535087,82.36951012714324,high_school,0,0,0,4.823820250849627,1,96.67955051618722,Excellent
130,21,F,6.882078658665955,57.35309252832942,58.53735940408916,high_school,0,0,1,6.018074360293491,1,88.55721414998995,Excellent
131,18,M,3.97378988464401,74.39255985962032,47.95867465605719,bachelor,0,1,1,7.520488713804058,0,82.26572459017625,Good
132,21,F,4.7989708159207325,56.50238912555693,70.69814307370463,high_school,0,1,1,4.617430530052004,1,87.94935354427628,Excellent
133,17,M,6.859677359829841,91.77401181911638,40.32076965126187,bachelor,1,1,0,8.38078112665855,0,100.0,Excellent
134,20,F,0.17379790185479638,68.51984931376532,96.30482463148864,phd,1,1,1,6.323476289220849,1,91.89216290096206,Excellent
135,16,M,3.2313065707027855,68.74017838908982,64.88890716333682,high_school,0,0,0,8.7064339936504,1,87.36740259516864,Excellent
136,24,M,9.730977480703464,73.70032142415779,64.14009731423997,master,1,0,1,6.957377713507617,0,100.0,Excellent
137,23,F,5.801122296954681,72.20638565828759,63.435616454906935,high_school,0,1,1,5.085247146552018,1,92.24459062434381,Excellent
138,19,F,2.5422457989749327,99.74289865296608,44.15969982326588,bachelor,0,0,1,8.408570868132067,1,80.4957997154509,Good
139,20,F,5.217300466362131,77.26905606091512,78.29933438750959,high_school,0,1,0,5.512863735033662,0,89.29162960595599,Excellent
140,18,F,3.4265348812091534,54.410085189493536,83.9802171777012,phd,0,1,0,6.944861807608257,0,75.1089595144407,Good
141,24,M,5.322449888262991,80.3438670788465,80.56752385529742,master,0,0,1,4.453199614941446,1,98.1675989756261,Excellent
142,21,F,1.2574151180664883,57.579214643494,48.30612959976366,bachelor,1,1,0,7.70719992647222,0,72.41585636404587,Good
143,23,F,1.3271465381927738,51.5468822365671,74.73041008213556,master,1,1,0,7.995146597297664,1,78.33167997286986,Good
144,21,F,1.4354236203939286,98.53710768386242,74.16906905033522,master,1,0,0,6.272045259836702,1,95.88543934209883,Excellent
145,15,M,9.398197919268418,88.6769445767282,92.10464727648292,bachelor,1,0,0,9.726536681926444,0,100.0,Excellent
146,15,M,7.328989183413418,99.00544962068835,62.74765950253882,master,0,1,0,9.245013528892411,0,100.0,Excellent
147,23,F,1.623818946623209,73.89392240111212,62.28915661956606,master,1,1,0,8.247645494439968,0,84.28947135880406,Good
148,23,M,1.8834908376560144,76.6128765574488,77.11162352309114,high_school,0,0,0,8.281912446962457,0,77.41335027248536,Good
149,18,F,7.3082947487087635,58.416847795956514,77.98435920997079,master,1,1,1,5.514410289652908,0,100.0,Excellent
150,23,M,1.5616384479217393,62.345371333379276,68.15711363954742,master,1,1,0,7.940891386530694,0,71.26879444884463,Good
151,17,M,2.3456129333482867,91.92746074514142,66.58356173982526,master,1,0,0,5.189237591413118,1,87.37842357977844,Excellent
152,21,M,9.63346832820399,67.8092823558797,69.64886023827296,master,1,0,1,4.864019343518933,1,100.0,Excellent
153,20,M,2.5530652472843185,91.34074868982094,91.66271797019871,bachelor,0,0,1,9.996807365215481,0,97.83327709469012,Excellent
154,22,F,6.616323503711468,85.45068621435159,67.6700140752346,phd,1,0,1,7.734255588839045,1,100.0,Excellent
155,23,F,9.786312874005304,58.858546263593276,96.39590751818935,high_school,1,0,1,6.585927235943143,1,100.0,Excellent
156,19,F,3.7429676713979267,75.37231830598711,70.24022581577957,master,0,0,0,5.728987137303708,1,85.22743761485549,Excellent
157,15,M,0.17515990862062236,83.86936607593584,96.95204159085348,master,0,1,1,7.6235226619733645,1,80.17217579511089,Good
158,17,F,2.4414729042237426,61.751860740191255,89.96991411214455,bachelor,1,1,1,4.2975610493205165,0,86.96773138943377,Excellent
159,24,F,8.308771913417054,91.53442552600384,61.74587935694974,phd,0,0,0,4.568085943028771,1,100.0,Excellent
160,22,F,8.646088359550367,77.24138287725934,91.81848527779695,master,0,0,0,4.197140186442378,1,100.0,Excellent
161,20,M,7.685193645237912,58.262102522130164,46.60379705206691,bachelor,0,1,0,6.99501899957597,0,87.05600973127731,Excellent
162,22,M,1.1310981907657303,79.14922130823012,95.50283052058087,high_school,1,1,1,7.603639775123096,0,96.1764558949408,Excellent
163,23,M,7.9551037169640315,99.9856902077957,77.8986109049735,high_school,0,1,0,4.374878568146925,0,100.0,Excellent
164,18,F,9.186777969935044,57.526074583170676,43.263444911338674,master,1,0,1,8.3273468049935,0,97.80121711212098,Excellent
165,15,F,6.006095425462361,90.83784650597642,78.6554034190487,master,1,0,0,5.382370429087386,1,100.0,Excellent
166,15,F,9.408753563380648,60.3654501593779,98.45485924868537,phd,1,1,0,8.111208722619196,0,100.0,Excellent
167,24,M,8.268388837118774,89.11941647300436,44.18803927687773,phd,1,0,1,9.891382840211474,1,100.0,Excellent
168,18,M,6.669715169909073,86.72889615607066,73.28126258680518,master,0,0,0,8.146635220323107,1,100.0,Excellent
169,21,F,5.771852367117481,65.02446928002162,84.86766098556234,bachelor,1,0,0,9.29915831754165,0,100.0,Excellent
170,16,M,3.485736672419705,66.2911558782225,88.61551520197187,phd,0,1,0,9.689191040458404,0,100.0,Excellent
171,17,M,1.5928744524280514,89.62606959814596,64.82964791924775,master,1,1,0,6.920506290113893,0,70.2824414888859,Good
172,15,M,6.0495392269054085,73.07227559436564,52.24999355009458,phd,0,0,0,8.21394987651824,0,92.27102975808727,Excellent
173,19,M,3.1811155361811947,86.54090143559044,42.54053672634303,master,1,0,1,9.11181552133505,0,86.83494773612288,Excellent
